Station,T1 (K),T2 (K),R1,R2,R3,Iterations
97,475.81384660959174,475.61898758158156,12.311062418920107,110.45221751502068,112265.24894722547,2.0
96,476.01116191235525,475.81614649533685,12.286479383938259,110.42745201921126,112265.24894722235,2.0
95,476.20867748865516,476.0135055845209,12.261949721760502,110.40267250682967,112265.24894722547,2.0
94,476.4063856022491,476.21105711883604,12.237472296811642,110.37787997411523,112265.24894722547,2.0
93,476.6041173335842,476.4086323118699,12.21306357353212,110.35309561428909,112265.24894722547,2.0
92,476.80223734071717,476.60659553449693,12.188686842670965,110.32827374717365,112265.24894722547,2.0
91,477.00052650560457,476.8047278406118,12.164358831379996,110.30344186500488,112265.24894722547,2.0
90,477.19897679219224,477.003021200275,12.140078364005621,110.27860099452477,112265.24894722547,2.0
89,477.39758009632965,477.2014675154855,12.115844254327099,110.25375216917314,112265.24894722547,2.0
88,477.59430395048844,477.39803589838783,12.091746849965212,110.2291495339644,112265.24894722547,2.0
87,477.79520943275946,477.59878271564753,12.067510738798726,110.2040352668301,112265.24894722547,2.0
86,477.9942259917544,477.79764213380986,12.04340576552271,110.1791684057557,112265.24894722547,2.0
85,478.1933494184765,477.9966083931572,12.019345083898797,110.15429942030767,112265.24894722235,2.0
84,478.39258422909757,478.19568600575144,11.995324673244241,110.12942775731588,112265.24894722547,2.0
83,478.5919218923994,478.3948664467513,11.971343279325199,110.10455449228208,112265.24894722547,2.0
82,478.7913537989531,478.59414111314766,11.94739963576523,110.07968070854128,112265.24894722547,2.0
81,478.99087125957465,478.79350132221873,11.923492463798222,110.05480749741467,112265.24894722235,2.0
80,479.1904655037423,478.99293830994924,11.899620472015851,110.02993595840385,112265.24894722547,2.0
79,479.3901276779991,479.19244322943507,11.875782356104411,110.00506719933753,112265.24894722547,2.0
78,479.58984884432255,479.3920071492514,11.851976798579809,109.9802023365833,112265.24894722547,2.0
77,479.7896199784587,479.5916210517898,11.8282024685081,109.95534249521764,112265.24894722547,2.0
76,479.98943196824905,479.79127583158584,11.80445802122406,109.9304888092147,112265.24894722547,2.0
75,480.1892756118931,479.99096229358156,11.78074209803453,109.90564242164004,112265.24894722547,2.0
74,480.38914161620403,480.1906711513831,11.757053325917685,109.88080448484459,112265.24894722547,2.0
73,480.5890205948058,480.3903930254586,11.73339031720807,109.85597616066576,112265.24894722547,2.0
72,480.7889030663133,480.59011844132004,11.709751669275407,109.83115862063019,112265.24894722547,2.0
71,480.98877945244953,480.7898378276404,11.686135964188402,109.80635304616425,112265.24894722547,2.0
70,481.18864007613087,480.9895415143409,11.662541768368802,109.78156062880473,112265.24894722235,2.0
69,481.3884751595078,481.1892197306323,11.63896763223535,109.75678257043339,112265.24894722547,2.0
68,481.5882748219536,481.388862603006,11.615412089829572,109.7320200834717,112265.24894722547,2.0
67,481.7880290780012,481.5884601531707,11.59187365843454,109.70727439114258,112265.24894722547,2.0
66,481.9877278352284,481.78800229593827,11.56835083817453,109.68254672768958,112265.24894722235,2.0
65,482.1873608920864,481.9874788370566,11.544842111604018,109.65783833863912,112265.24894722547,2.0
64,482.3869179356696,482.18687947097783,11.521345943275826,109.63315048102098,112265.24894722547,2.0
63,482.5863885394183,482.3861937785631,11.497860779298891,109.60848442365759,112265.24894722547,2.0
62,482.7857621607658,482.58541122473184,11.474385046875833,109.58384144741413,112265.24894722547,2.0
61,482.98502813869914,482.78452115602335,11.450917153821221,109.55922284547728,112265.24894722547,2.0
60,483.18417569127814,482.98351279811766,11.427455488066766,109.53462992363536,112265.24894722547,2.0
59,483.3829954058253,483.1821768981888,11.404005170139074,109.51008849792946,112265.24894722547,2.0
58,483.5818937574429,483.3809196191579,11.380551106208317,109.48554836676982,112265.24894722547,2.0
57,483.78064095941806,483.5795113496479,11.357098281288115,109.46103786790255,112265.24894722547,2.0
56,483.97922569374276,483.777940779576,11.333644998104285,109.43655836376819,112265.24894722235,2.0
55,484.17763650679825,483.97619646332623,11.31018953671261,109.41211123109139,112265.24894722547,2.0
54,484.3758618063553,484.1742668167506,11.28673015386854,109.38769786119201,112265.24894722547,2.0
53,484.57388985844653,484.3721401140422,11.263265082371545,109.36331966037221,112265.24894722547,2.0
52,484.7717087841527,484.5698044845244,11.239792530381147,109.33897805026801,112265.24894722547,2.0
51,484.9693065562776,484.76724790932775,11.216310680705735,109.31467446823225,112265.24894722547,2.0
50,485.1666709959032,484.96445821794794,11.192817690059771,109.29041036772588,112265.24894722235,2.0
49,485.3637897688378,485.16142308469347,11.169311688294096,109.26618721873966,112265.24894722547,2.0
48,485.56060896731555,485.35808864048806,11.145784677313351,109.24201159408595,112265.24894722547,2.0
47,485.75717573680646,485.5545019967319,11.122247178858334,109.2178776506941,112265.24894722547,2.0
46,485.9534588302227,485.75063192779146,11.09869091848067,109.19378917430365,112265.24894722547,2.0
45,486.1494452903867,485.9464654853389,11.075113910138752,109.1697477009023,112265.24894722547,2.0
44,486.34512198602124,486.1419895470435,11.051514136507945,109.14575478516002,112265.24894722547,2.0
43,486.5404756073543,486.33719081218436,11.027889547987233,109.12181200093578,112265.24894722547,2.0
42,486.73549266156397,486.53205579709305,11.00423806166302,109.09792094180345,112265.24894722547,2.0
41,486.93015946805076,486.72657083043214,10.98055756022726,109.07408322159488,112265.24894722235,2.0
40,487.12516708703066,486.92142644354425,10.956813354090421,109.05021420964867,112265.24894722547,2.0
39,487.3189996332168,487.1151079065749,10.933068244771144,109.02649937725859,112265.24894722547,2.0
38,487.5119211008808,487.3078790131314,10.90931995534835,109.00290625216819,112265.24894722547,2.0
37,487.7050461741898,487.50085359277324,10.88550149145438,108.97929845231197,112265.24894722547,2.0
36,487.89774960163345,487.69340687072554,10.86164286867396,108.95575238512933,112265.24894722547,2.0
35,488.0900164662001,487.88552393994667,10.837741737810832,108.93226979872705,112265.24894722235,2.0
34,488.2820242950569,488.0773821924244,10.813793874750216,108.90882894925983,112265.24894722547,2.0
33,488.47336776237114,488.26857660658584,10.789800249284495,108.88547924079231,112265.24894722547,2.0
32,488.6642280316275,488.45928820791585,10.765756811078205,108.8621984693293,112265.24894722547,2.0
31,488.85458924358085,488.6495011476815,10.741661028482088,108.83898848610674,112265.24894722547,2.0
30,489.0444352868532,488.8391993251614,10.717510319886001,108.81585117008817,112265.24894722547,2.0
29,489.233749790556,489.0283663802737,10.693302051893301,108.79278842882465,112265.24894722547,2.0
28,489.42251611660663,489.21698568589613,10.669033537408989,108.76980219935086,112265.24894722547,2.0
27,489.6107173517296,489.4050403398724,10.64470203363857,108.74689444911856,112265.24894722547,2.0
26,489.7983362991534,489.5925131567128,10.620304739997886,108.72406717696305,112265.24894722235,2.0
25,489.9853554699434,489.77938665893447,10.595838795921939,108.70132241413384,112265.24894722861,2.0
24,490.1717570740018,489.9656430680639,10.571301278569528,108.67866222530135,112265.24894722547,2.0
23,490.3575230106854,490.1512642952638,10.546689200427002,108.65608870970857,112265.24894721921,2.0
22,490.54263485903215,490.3362319315597,10.521999506790856,108.63360400229946,112265.24894722547,2.0
21,490.7270738675948,490.5205272376855,10.497229073130509,108.61121027486685,112265.24894722547,2.0
20,490.9108209438325,490.7041311334779,10.472374702331036,108.58890973735228,112265.24894722547,2.0
19,491.09385664306785,490.8870241868403,10.447433121796676,108.56670463910983,112265.24894722547,2.0
18,491.2761611569648,491.069186602227,10.422400980414563,108.54459727026283,112265.24894722547,2.0
17,491.4577143015349,491.250598208658,10.397274845373675,108.52258996311053,112265.24894722547,2.0
16,491.6384955046082,491.43123844719486,10.37205119882252,108.5006850935983,112265.24894722547,2.0
15,491.818469932106,491.6110725081684,10.34672894811,108.47888676130412,112265.24894722547,2.0
14,491.9976561693837,491.79011895959485,10.321299313938606,108.45719259345783,112265.24894722547,2.0
13,492.1760064702619,491.96833008920873,10.295761046041218,108.43560824753494,112265.24894722547,2.0
12,492.3534985364858,492.1456836129891,10.270110249064887,108.41413629457048,112265.24894722547,2.0
11,492.5301096079073,492.32215678529036,10.24434292327993,108.39277935790653,112265.24894722547,2.0
10,492.7056040426278,492.497514139976,10.218466239115962,108.37156578518497,112265.24894722547,2.0
9,492.8804289993875,492.67220249453254,10.19245345427354,108.35044139257947,112265.24894722547,2.0
8,493.0543026916454,492.84594027240985,10.166311385170795,108.329440109545,112265.24894721921,2.0
7,493.2272718685284,493.0187741823904,10.140024393296985,108.30855615442009,112265.24894722547,2.0
6,493.3991192196551,493.1904870785453,10.113610447132464,108.28781561870876,112265.24894722547,2.0
5,493.56993835484735,493.3611724952452,10.08705351391526,108.26720705081294,112265.24894722547,2.0
4,493.7397027839066,493.5308039589421,10.060348723815572,108.24673349869775,112265.24894722547,2.0
3,493.9083854028387,493.6993543826425,10.033491059445494,108.22639808052564,112265.24894722547,2.0
2,494.0759584708113,493.8667960428813,10.006475349077999,108.20620398737469,112265.24894722547,2.0
1,494.24239358604217,494.03310055562014,9.97929625948969,108.18615448608425,112265.24894722547,2.0
0,494.4076616605841,494.19823885104813,9.951948288407666,108.16625292223188,112265.24894722547,2.0
